"","V1"
"0610007P14Rik",6.52052867569852
"0610009B22Rik",6.47109160215395
"0610009L18Rik",1.8196384657035
"0610009O20Rik",2.30019696470554
"0610010F05Rik",0.129616506786545
"0610010K14Rik",5.02740115969412
"0610030E20Rik",0.810159651331317
"0610037L13Rik",9.25920883958618
"0610040J01Rik",0
"1110002E22Rik",1.20058008439368
"1110004E09Rik",0.0891918219438151
"1110004F10Rik",2.72707285868495
"1110008F13Rik",10.3157208684756
"1110008L16Rik",0.0119696772925828
"1110008P14Rik",15.6335141240174
"1110012L19Rik",3.44287085249623
"1110017D15Rik",0
"1110025L11Rik",0
"1110032A03Rik",3.57986005955332
"1110032F04Rik",0
"1110034G24Rik",3.07283438559137
"1110037F02Rik",0.405285248654042
"1110038F14Rik",3.88644416423442
"1110051M20Rik",0.357924351962194
"1110057P08Rik",0
"1110059E24Rik",21.7561667688647
"1110059G10Rik",2.83055590914653
"1110065P20Rik",4.93908406685011
"1190002N15Rik",0.451169921800581
"1190003K10Rik",0
"1190005I06Rik",0
"1190007I07Rik",0.300365388998491
"1300017J02Rik",0
"1500009C09Rik",0.0119243752452447
"1500009L16Rik",7.45408090096616
"1500011B03Rik",2.11453159082534
"1500011K16Rik",11.7847837229627
"1500015O10Rik",0
"1600002H07Rik",0.371877466007698
"1600002K03Rik",0.0167543774003965
"1600012H06Rik",1.45005175796774
"1600014C10Rik",4.34400620171426
"1600014C23Rik",0
"1600015I10Rik",0
"1700001C02Rik",0
"1700001C19Rik",0.0100753107338107
"1700001F09Rik",0
"1700001J03Rik",0
"1700001K19Rik",0
"1700001L19Rik",0
"1700001O22Rik",0
"1700001P01Rik",0
"1700003E16Rik",0
"1700003F12Rik",0
"1700003H04Rik",0
"1700006A11Rik",0
"1700006E09Rik",0
"1700007B14Rik",0
"1700007G11Rik",0
"1700007K09Rik",0
"1700007K13Rik",0
"1700008O03Rik",0
"1700008P02Rik",0
"1700009N14Rik",0
"1700010B08Rik",0
"1700010I14Rik",0
"1700011H14Rik",0
"1700011I03Rik",0
"1700011L22Rik",0
"1700011M02Rik",0
"1700012A03Rik",0
"1700012B07Rik",0
"1700012B09Rik",0
"1700012P22Rik",0
"1700013D24Rik",0
"1700013F07Rik",0
"1700013G24Rik",0
"1700013H16Rik",0
"1700014D04Rik",0
"1700015E13Rik",0
"1700015F17Rik",0.14229843859662
"1700015G11Rik",0
"1700016C15Rik",0
"1700016D06Rik",0.328045390999593
"1700016H13Rik",0
"1700016K19Rik",0
"1700017B05Rik",0.355181086712849
"1700017D01Rik",0
"1700017N19Rik",0
"1700018B08Rik",0
"1700018C11Rik",0
"1700018F24Rik",0
"1700019A02Rik",0
"1700019B03Rik",0
"1700019D03Rik",0.950058224140684
"1700019N19Rik",0
"1700019O17Rik",0
"1700020A23Rik",0
"1700020D05Rik",0.00881487749504237
"1700020L24Rik",0
"1700020N01Rik",0
"1700020N15Rik",0
"1700021F05Rik",2.12292157595462
"1700021F07Rik",0
"1700022I11Rik",0
"1700023F06Rik",0
"1700024B05Rik",0
"1700024G13Rik",0
"1700024P04Rik",0
"1700024P16Rik",0.0323233156278331
"1700025B11Rik",0
"1700025C18Rik",0
"1700025F22Rik",0
"1700025G04Rik",2.09030348580772
"1700027J19Rik",0.0230061133443531
"1700028J19Rik",0
"1700028K03Rik",0
"1700028P14Rik",0
"1700029F12Rik",0.0582600762102388
"1700029H14Rik",0
"1700029I15Rik",0.05374133116574
"1700029J07Rik",0
"1700029P11Rik",0
"1700030J22Rik",0
