"","V1"
"0610007P14Rik",19.0618421835592
"0610009B22Rik",20.6071918067279
"0610009L18Rik",1.04897291870418
"0610009O20Rik",3.38192288458547
"0610010F05Rik",3.57968977976689
"0610010K14Rik",60.6498696253736
"0610030E20Rik",1.12851774986075
"0610037L13Rik",31.7837201974171
"0610040J01Rik",0
"1110002E22Rik",1.71476474499847
"1110004E09Rik",9.31060400357515
"1110004F10Rik",39.8561294558303
"1110008F13Rik",15.7758653702564
"1110008L16Rik",4.12809092090561
"1110008P14Rik",17.9150424845517
"1110012L19Rik",9.39945410880853
"1110017D15Rik",0
"1110025L11Rik",0
"1110032A03Rik",11.4746610724618
"1110032F04Rik",0.281033386125079
"1110034G24Rik",6.62927669581986
"1110037F02Rik",7.1866026441384
"1110038F14Rik",9.34379488370477
"1110051M20Rik",11.3233330853842
"1110057P08Rik",0
"1110059E24Rik",6.09811120112345
"1110059G10Rik",9.52506016317854
"1110065P20Rik",3.03198360777472
"1190002N15Rik",1.79069116745909
"1190003K10Rik",0
"1190005I06Rik",0.494816815646492
"1190007I07Rik",10.4091172326001
"1300017J02Rik",0
"1500009C09Rik",0.022008306202332
"1500009L16Rik",8.22101105199707
"1500011B03Rik",8.79043904115196
"1500011K16Rik",10.174045031261
"1500015O10Rik",8.26733538895097
"1600002H07Rik",1.03741471291496
"1600002K03Rik",0.67725286750334
"1600012H06Rik",8.38624366156278
"1600014C10Rik",3.69055868737167
"1600014C23Rik",0.066471850494678
"1600015I10Rik",0
"1700001C02Rik",0
"1700001C19Rik",0.105720978880028
"1700001F09Rik",0
"1700001J03Rik",0.00707876226488508
"1700001K19Rik",0.385773453000989
"1700001L19Rik",0.0504897480372476
"1700001O22Rik",0
"1700001P01Rik",0.546596535717434
"1700003E16Rik",0
"1700003F12Rik",0
"1700003H04Rik",0
"1700006A11Rik",0
"1700006E09Rik",0.400540894594547
"1700007B14Rik",0
"1700007G11Rik",0
"1700007K09Rik",0
"1700007K13Rik",0
"1700008O03Rik",0.0516209918404852
"1700008P02Rik",0.00552831815772047
"1700009N14Rik",0.0239050710073599
"1700010B08Rik",0.0238455444236396
"1700010I14Rik",0
"1700011H14Rik",0.00893628450254984
"1700011I03Rik",0
"1700011L22Rik",0
"1700011M02Rik",0
"1700012A03Rik",0
"1700012B07Rik",0
"1700012B09Rik",0
"1700012P22Rik",0
"1700013D24Rik",0
"1700013F07Rik",0.00788755750796889
"1700013G24Rik",0
"1700013H16Rik",0
"1700014D04Rik",0.00232819615688778
"1700015E13Rik",0
"1700015F17Rik",0
"1700015G11Rik",0
"1700016C15Rik",0
"1700016D06Rik",1.98517180143885
"1700016H13Rik",0.00217815136922393
"1700016K19Rik",0
"1700017B05Rik",3.02958907136107
"1700017D01Rik",0
"1700017N19Rik",0
"1700018B08Rik",0
"1700018C11Rik",0
"1700018F24Rik",0
"1700019A02Rik",0
"1700019B03Rik",0
"1700019D03Rik",0.0012371771375206
"1700019N19Rik",0
"1700019O17Rik",0
"1700020A23Rik",0
"1700020D05Rik",0.377211219795882
"1700020L24Rik",0
"1700020N01Rik",0
"1700020N15Rik",0
"1700021F05Rik",3.92152229510596
"1700021F07Rik",0
"1700022I11Rik",0
"1700023F06Rik",0.00474276347682343
"1700024B05Rik",0
"1700024G13Rik",0
"1700024P04Rik",0
"1700024P16Rik",0.0813679136752921
"1700025B11Rik",0
"1700025C18Rik",0
"1700025F22Rik",0
"1700025G04Rik",1.01730666769828
"1700027J19Rik",21.0286974537729
"1700028J19Rik",0.578221615123464
"1700028K03Rik",0
"1700028P14Rik",0
"1700029F12Rik",0.179691253340131
"1700029H14Rik",0.091837582925028
