"","V1"
"0610007P14Rik",226.146705406713
"0610009B22Rik",76.3203697542391
"0610009L18Rik",1.73471601814046
"0610009O20Rik",36.1091963757761
"0610010F05Rik",79.0312228003304
"0610010K14Rik",228.291954719819
"0610030E20Rik",0.986825719634863
"0610037L13Rik",61.058822512436
"0610040J01Rik",0
"1110002E22Rik",1.44997068015639
"1110004E09Rik",54.1036587737078
"1110004F10Rik",532.893980629308
"1110008F13Rik",134.785516894576
"1110008L16Rik",5.40074102328805
"1110008P14Rik",77.8469369780046
"1110012L19Rik",96.2632932502039
"1110017D15Rik",0.00854681703378392
"1110025L11Rik",0
"1110032A03Rik",57.5313828612334
"1110032F04Rik",44.8140200602451
"1110034G24Rik",47.3257687282292
"1110037F02Rik",21.3370686097553
"1110038F14Rik",132.116283584154
"1110051M20Rik",38.9641504582177
"1110057P08Rik",0
"1110059E24Rik",198.895745262548
"1110059G10Rik",265.19750840833
"1110065P20Rik",15.6702697817013
"1190002N15Rik",47.8758081861963
"1190003K10Rik",0
"1190005I06Rik",0.349128316329892
"1190007I07Rik",134.709135715469
"1300017J02Rik",0
"1500009C09Rik",0.0022583872271114
"1500009L16Rik",16.1417496401488
"1500011B03Rik",79.6653357519855
"1500011K16Rik",63.6494088444678
"1500015O10Rik",0
"1600002H07Rik",74.8755249131192
"1600002K03Rik",3.32463732715053
"1600012H06Rik",70.7740429907793
"1600014C10Rik",4.60162094522896
"1600014C23Rik",0.976653904339919
"1600015I10Rik",0
"1700001C02Rik",0
"1700001C19Rik",0.183824114302695
"1700001F09Rik",0
"1700001J03Rik",0
"1700001K19Rik",10.2570051739267
"1700001L19Rik",0.078882947220718
"1700001O22Rik",0.00432712955978091
"1700001P01Rik",0.167910614926699
"1700003E16Rik",0
"1700003F12Rik",0
"1700003H04Rik",0
"1700006A11Rik",0
"1700006E09Rik",4.86594796163198
"1700007B14Rik",0
"1700007G11Rik",0.3424725043437
"1700007K09Rik",16.3577354343361
"1700007K13Rik",0
"1700008O03Rik",0.00703487343350605
"1700008P02Rik",0
"1700009N14Rik",0.121899126235597
"1700010B08Rik",0.0833679755944407
"1700010I14Rik",0.0584563106719801
"1700011H14Rik",0.29734262980747
"1700011I03Rik",0
"1700011L22Rik",0
"1700011M02Rik",0
"1700012A03Rik",0
"1700012B07Rik",0
"1700012B09Rik",0
"1700012P22Rik",0
"1700013D24Rik",0
"1700013F07Rik",0.206274778485607
"1700013G24Rik",0
"1700013H16Rik",0
"1700014D04Rik",0
"1700015E13Rik",0.0381286163855595
"1700015F17Rik",0
"1700015G11Rik",0
"1700016C15Rik",0.114798827194127
"1700016D06Rik",8.71379468333274
"1700016H13Rik",0.00178605131085654
"1700016K19Rik",0
"1700017B05Rik",1.51799949756643
"1700017D01Rik",0
"1700017N19Rik",0
"1700018B08Rik",0.135175756398416
"1700018C11Rik",0.0311405859148645
"1700018F24Rik",0
"1700019A02Rik",1.83859862855163
"1700019B03Rik",0
"1700019D03Rik",0.0832724838632603
"1700019N19Rik",0
"1700019O17Rik",0
"1700020A23Rik",0
"1700020D05Rik",0.0123951347540511
"1700020L24Rik",0.0698619286278423
"1700020N01Rik",0
"1700020N15Rik",0
"1700021F05Rik",20.2993297922052
"1700021F07Rik",0
"1700022I11Rik",0.0243898996836842
"1700023F06Rik",0
"1700024B05Rik",0.00396257896780723
"1700024G13Rik",0
"1700024P04Rik",0
"1700024P16Rik",3.05870964809774
"1700025B11Rik",0
"1700025C18Rik",0.0224078841307834
"1700025F22Rik",0
"1700025G04Rik",7.78375090947529
"1700027J19Rik",2.60646691915353
"1700028J19Rik",0.165400423309885
"1700028K03Rik",0.205115550381381
"1700028P14Rik",0
"1700029F12Rik",5.2486059496683
"1700029H14Rik",0
"1700029I15Rik",0.0217631795567533
"1700029J07Rik",0.0167040279450362
"1700029P11Rik",0
"1700030J22Rik",0.0657990332704955
"1700030K09Rik",6.8836496656299
"1700031F05Rik",0
"1700031M16Rik",0
"1700034E13Rik",0
"1700034I23Rik",0.135295796659464
"1700034J05Rik",0.0984375414208601
"1700034O15Rik",0
"1700037C18Rik",3.43185096706553
"1700037H04Rik",178.590869462181
"1700040F15Rik",0
"1700040L02Rik",3.19707058175582
"1700042G07Rik",0.231902927732027
"1700047I17Rik2",2.36855445762491
"1700049E17Rik1",0
"1700049E17Rik2",0.666244531504816
"1700056E22Rik",0.429650352413821
"1700057G04Rik",0.00627105052211593
"1700061G19Rik",16.9364148799307
"1700064H15Rik",15.0888819205298
"1700066B19Rik",2.26952702045145
"1700066M21Rik",0.758357171415255
"1700067K01Rik",0.119562127508297
"1700067P10Rik",0
"1700069L16Rik",0
"1700074P13Rik",0
"1700080E11Rik",0
"1700080O16Rik",0
"1700084M14Rik",0
"1700086D15Rik",0
"1700088E04Rik",0.422787027218333
"1700092M07Rik",0
"1700093K21Rik",2.21263728947595
"1700102P08Rik",0.528790357743033
"1700109H08Rik",3.43033618064672
"1700112E06Rik",0.594237262554324
"1700113H08Rik",0.320866487744797
"1700122O11Rik",0
"1700123K08Rik",0
"1700123L14Rik",0
"1700123O20Rik",150.567872450024
"1700125H20Rik",0
"1700129C05Rik",0.0699069045321676
"1810009A15Rik",856.181689746764
"1810009J06Rik",0
"1810011H11Rik",0
"1810011O10Rik",3.39482875859823
"1810013L24Rik",120.547137481666
"1810022K09Rik",1006.74588782029
"1810024B03Rik",1.38139993304124
"1810026J23Rik",3.65169350470287
"1810030O07Rik",12.3499000791293
"1810032O08Rik",14.7164787574941
"1810037I17Rik",1736.88427992508
"1810041L15Rik",0.0869411144447776
"1810043G02Rik",31.0890861565389
"1810046K07Rik",0
"1810049J17Rik",0.0321371792245253
"1810055G02Rik",74.8882143581504
"1810062G17Rik",0.696061887823787
"1810065E05Rik",0
"2010003K11Rik",0
"2010005H15Rik",0.104048015317806
"2010106E10Rik",0
"2010107E04Rik",4711.29981869811
"2010107G23Rik",1.09130130630078
"2010109A12Rik",0.101932291325015
"2010109I03Rik",2.15843292720712
"2010111I01Rik",48.0724869643017
"2010300C02Rik",0.590312766352742
"2010315B03Rik",14.8016667773873
"2200002D01Rik",0.406432013439216
"2200002J24Rik",0.683066080435211
