"","V1"
"0610007P14Rik",103.634792771325
"0610009B22Rik",51.0213755781173
"0610009L18Rik",0.888470649099051
"0610009O20Rik",73.5914225990903
"0610010F05Rik",12.4584031612989
"0610010K14Rik",43.2689789407625
"0610030E20Rik",2.59230609297399
"0610037L13Rik",22.5036267089518
"0610040J01Rik",0.033199071711285
"1110002E22Rik",8.94498390556815
"1110004E09Rik",14.3341546530209
"1110004F10Rik",167.360718929315
"1110008F13Rik",96.9241870401396
"1110008L16Rik",3.94024071975374
"1110008P14Rik",13.252387789572
"1110012L19Rik",19.0806152846846
"1110017D15Rik",0
"1110025L11Rik",0
"1110032A03Rik",29.4892099192239
"1110032F04Rik",0.142063922053829
"1110034G24Rik",5.18647153563052
"1110037F02Rik",23.2373756352763
"1110038F14Rik",371.814858559418
"1110051M20Rik",7.13013189860408
"1110057P08Rik",0
"1110059E24Rik",52.3718187743289
"1110059G10Rik",18.8273958760468
"1110065P20Rik",119.550331388402
"1190002N15Rik",25.7602928708725
"1190003K10Rik",0
"1190005I06Rik",0.723630773982504
"1190007I07Rik",11.5802411291558
"1300017J02Rik",0.05827640120042
"1500009C09Rik",0.00661582152388088
"1500009L16Rik",19.7694418279498
"1500011B03Rik",53.5472687736779
"1500011K16Rik",359.952446303722
"1500015O10Rik",1.83142931724882
"1600002H07Rik",1.42803275950272
"1600002K03Rik",5.27122156276931
"1600012H06Rik",19.7331106012412
"1600014C10Rik",5.44491937643034
"1600014C23Rik",0.0457514782455258
"1600015I10Rik",0
"1700001C02Rik",0
"1700001C19Rik",0.863952174608887
"1700001F09Rik",0
"1700001J03Rik",0
"1700001K19Rik",0.418402145226777
"1700001L19Rik",0
"1700001O22Rik",0
"1700001P01Rik",7.27674034389966
"1700003E16Rik",0.00972237513677819
"1700003F12Rik",0
"1700003H04Rik",0
"1700006A11Rik",0
"1700006E09Rik",1.18784178050003
"1700007B14Rik",0
"1700007G11Rik",0
"1700007K09Rik",1.20339807694777
"1700007K13Rik",0
"1700008O03Rik",0.00110694191570276
"1700008P02Rik",0.0198371894494912
